序号,日期,价格,涨跌,折1%关税,折滑准税
1,2019-9-16,73.28,2.75,12727,14166
2,2019-9-12,70.53,0.00,12257,13904
3,2019-9-11,70.53,0.40,12257,13904
4,2019-9-10,70.13,0.10,12188,13862
5,2019-9-9,70.03,-0.58,12171,13854
6,2019-9-6,70.61,0.67,12270,13908
7,2019-9-5,69.94,0.25,12156,13849
8,2019-9-4,69.69,-0.28,12113,13824
9,2019-9-3,69.97,-0.03,12161,13843
10,2019-9-2,70.00,-1.18,12166,13849
11,2019-8-30,71.18,1.18,12090,13809
12,2019-8-29,70.92,0.92,12047,13783
13,2019-8-28,70.55,0.01,11985,13747
1,2019-10-25,75.91,-0.26,13231,14469
2,2019-10-24,76.17,0.24,13275,14492
3,2019-10-23,75.93,-0.12,13234,14473
4,2019-10-22,76.05,0.00,13255,14483
5,2019-10-21,76.05,0.09,13255,14483
6,2019-10-18,75.96,0.39,13239,14479
7,2019-10-17,75.57,0.76,13172,14431
8,2019-10-16,74.81,1.00,13042,14352
9,2019-10-15,73.81,-1.47,12870,14250
10,2019-10-14,75.28,1.92,13123,14402
11,2019-10-11,73.36,-0.61,12793,14214
12,2019-10-10,73.97,0.75,12898,14268
13,2019-10-9,73.22,-0.50,12769,14200
14,2019-10-8,73.72,1.41,12855,14246
1,2019-11-15,75.5,0.00,13207,14456
2,2019-11-14,75.75,-0.50,13207,14456
3,2019-11-13,76.25,0.50,13293,14511
4,2019-11-12,75.75,-0.50,13207,14456
5,2019-11-11,76.25,0.31,13293,14511
6,2019-11-8,75.94,0.59,13239,14479
7,2019-11-7,75.35,-0.04,13138,14419
8,2019-11-6,75.39,0.00,13145,14414
9,2019-11-5,75.39,-0.60,13145,14414
10,2019-11-4,75.99,-0.09,13248,14475
11,2019-11-1,76.08,-0.92,13263,14492
12,2019-10-31,77.00,1.00,13418,14583
13,2019-10-30,76.00,0.00,13246,14486
14,2019-10-29,76.00,0.00,13246,14486
15,2019-10-28,76.00,0.09,13246,14486
1,2019-12-24,78.67,0.50,13588,14688
2,2019-12-23,78.17,0.40,13503,14636
3,2019-12-20,77.77,0.46,13435,14601
4,2019-12-19,77.31,0.25,13357,14542
5,2019-12-18,77.06,-0.25,13314,14522
6,2019-12-17,77.31,-0.31,13357,14542
7,2019-12-16,77.62,-0.21,13409,14587
8,2019-12-13,77.83,1.03,13445,14509
9,2019-12-12,76.80,0.00,13270,14499
10,2019-12-11,76.80,0.50,13270,14499
11,2019-12-10,76.30,0.07,13185,14445
12,2019-12-9,76.23,1.50,13173,14432
13,2019-12-6,74.73,0.13,12918,14278
1,2020-2-21,79.37,0.25,13462,14618
2,2020-2-20,79.12,0.72,13420,14585
3,2020-2-19,78.40,0.50,13300,14519
4,2020-2-18,77.90,0.00,13216,14467
5,2020-2-17,77.90,-0.30,13216,14467
6,2020-2-14,78.20,-0.79,13267,14496
7,2020-2-13,78.99,0.35,13399,14575
8,2020-2-12,78.64,0.00,13340,14537
9,2020-2-11,78.64,0.54,13340,14537
10,2020-2-10,78.10,-0.25,13250,14477
11,2020-2-7,78.35,0.50,13292,14510
12,2020-2-6,77.85,0.00,13208,14457
13,2020-2-5,77.85,0.61,13208,14457
14,2020-2-4,77.24,-0.80,13106,14397
1,2020-4-3,62.41,1.50,10853,13152
2,2020-4-2,60.91,-2.68,10597,13026
3,2020-4-1,63.59,0.34,11054,13257
4,2020-3-31,63.25,-0.45,10948,13204
5,2020-3-30,63.70,-1.50,11024,13243
6,2020-3-27,65.20,-0.50,11279,13374
7,2020-3-26,65.70,0.50,11364,13420
8,2020-3-25,65.20,0.80,11279,13374
9,2020-3-24,64.40,-1.21,11143,13299
10,2020-3-23,65.61,-1.02,11349,13402
11,2020-3-20,66.63,-1.43,11522,13495
12,2020-3-19,68.05,-1.11,11763,13629
13,2020-3-18,69.16,-0.69,11952,13732
14,2020-3-17,69.85,-1.40,12069,13797
15,2020-3-16,71.25,0.75,12307,13925
1,2020-6-2,68.76,2.50,12041,13777
2,2020-6-1,66.26,0.00,11611,13543
3,2020-5-29,66.26,-0.80,11522,13495
4,2020-5-28,67.06,0.00,11659,13576
5,2020-5-27,67.06,0.46,11659,13576
6,2020-5-26,66.60,-0.62,11580,13529
7,2020-5-25,67.22,-0.75,11686,13585
8,2020-5-22,67.97,-0.16,11814,13654
9,2020-5-21,68.13,-0.97,11841,13674
10,2020-5-20,69.10,1.06,12007,13761
11,2020-5-19,68.04,-0.48,11826,13656
12,2020-5-18,68.52,-0.15,11908,13705
13,2020-5-15,68.67,0.21,11934,13723
14,2020-5-14,68.46,-1.09,11898,13705
1,2020-6-22,68.23,0.09,11950,13730
2,2020-6-19,68.14,-0.49,11935,13724
3,2020-6-18,68.63,0.78,12019,13763
4,2020-6-17,67.85,1.00,11885,13690
5,2020-6-16,66.85,-0.79,11713,13605
6,2020-6-15,67.64,-0.38,11849,13671
7,2020-6-12,68.02,-0.62,11914,13712
8,2020-6-11,68.64,0.00,12021,13765
9,2020-6-10,68.64,-0.25,12021,13765
10,2020-6-9,68.89,-1.00,12064,13791
11,2020-6-8,69.89,1.47,12236,13893
12,2020-6-5,68.42,-0.75,11983,13745
13,2020-6-4,69.17,0.16,12112,13822
14,2020-6-3,69.01,0.25,12085,13803
1,2020-8-21,70.61,0.75,12193,13867
2,2020-8-20,69.86,0.75,12066,13793
3,2020-8-19,69.11,-0.35,11938,13728
4,2020-8-18,69.46,0.33,11998,13750
5,2020-8-17,69.13,-0.18,11942,13721
6,2020-8-14,69.31,0.75,11972,13744
7,2020-8-13,68.56,-1.25,11845,13667
8,2020-8-12,69.81,0.75,12057,13783
9,2020-8-11,69.06,0.34,11930,13718
10,2020-8-10,68.72,-2.38,11872,13687
11,2020-8-7,71.10,0.35,12276,13914
12,2020-8-6,70.75,0.50,12217,13883
13,2020-8-5,70.25,0.00,12132,13833
14,2020-8-4,70.25,1.25,12132,13833
15,2020-8-3,69.00,-0.62,11920,13707
1,2020-9-30,71.42,-0.36,12190,13863
2,2020-9-29,71.78,-0.25,12250,13897
3,2020-9-28,72.03,0.50,12292,13920
4,2020-9-25,71.53,0.25,12208,13873
5,2020-9-24,71.28,-0.25,12166,13849
6,2020-9-23,71.53,0.25,12208,13873
7,2020-9-22,71.28,-0.62,12166,13849
8,2020-9-21,71.90,-0.25,12270,13907
9,2020-9-18,72.15,-0.44,12312,13931
10,2020-9-17,72.59,0.00,12386,13979
11,2020-9-16,72.59,-0.25,12386,13979
12,2020-9-15,72.84,2.00,12428,14002
13,2020-9-14,70.84,0.00,12092,13811
14,2020-9-11,70.84,0.51,12092,13811
1,2020-10-20,77.44,1.25,12948,14298
2,2020-10-19,76.19,0.75,12742,14183
3,2020-10-16,75.44,0.26,12619,14106
4,2020-10-15,75.18,0.00,12576,14083
5,2020-10-14,75.18,0.50,12576,14083
6,2020-10-13,74.68,0.75,12494,14039
7,2020-10-12,73.93,0.19,12370,13961
8,2020-10-9,73.74,2.32,12339,13949
1,2020-11-9,76.67,-1.29,12627,14116
2,2020-11-6,77.96,-0.07,12836,14237
3,2020-11-5,78.03,0.00,12847,14237
4,2020-11-4,78.03,1.50,12847,14237
5,2020-11-3,76.53,-0.01,12604,14102
6,2020-11-2,76.54,-0.41,12606,14104
7,2020-10-30,76.95,-0.03,12867,14247
8,2020-10-29,76.98,-1.68,12872,14252
9,2020-10-28,78.66,0.22,13149,14418
10,2020-10-27,78.44,0.75,13112,14404
11,2020-10-26,77.69,-0.57,12989,14331
12,2020-10-23,78.26,0.89,13083,14384
13,2020-10-22,77.37,0.00,12936,14298
14,2020-10-21,77.37,-0.07,12936,14298
1,2020-11-27,80.67,-0.60,13290,14508
2,2020-11-26,81.36,-0.52,13387,14562
3,2020-11-25,81.88,-0.76,13471,14614
4,2020-11-24,82.64,1.25,13594,14695
5,2020-11-23,81.39,1.5,13392,14567
6,2020-11-20,79.89,0.00,13149,14418
7,2020-11-19,79.89,0.59,13149,14418
8,2020-11-18,79.30,-0.26,13053,14364
9,2020-11-17,79.56,1.52,13095,14385
10,2020-11-16,78.04,-0.05,12849,14239
11,2020-11-13,78.09,0.00,12857,14248
12,2020-11-12,78.09,0.00,12857,14248
13,2020-11-11,78.09,-0.08,12857,14248
14,2020-11-10,78.17,1.50,12870,14250
1,2020-12-18,85.55,1.50,13819,14844
2,2020-12-17,84.05,0.00,13581,14693
3,2020-12-16,84.05,0.99,13581,14693
4,2020-12-15,83.06,0.54,13423,14588
5,2020-12-14,85.52,-0.24,13337,14534
6,2020-12-11,82.76,0.98,13375,14562
7,2020-12-10,81.78,1.00,13219,14470
8,2020-12-9,80.27,-1.31,12979,14320
9,2020-12-8,81.58,0.98,13187,14448
10,2020-12-7,80.60,0.75,13031,14353
11,2020-12-4,79.85,-0.30,12912,14284
12,2020-12-3,80.15,-0.59,12960,14312
13,2020-12-2,80.74,0.00,13054,14365
14,2020-12-1,80.74,-1.02,13054,14365
15,2020-11-30,81.76,1.00,13452,14606
1,2021-1-8,87.79,-0.16,14125,14704
2,2021-1-7,87.95,-0.36,14151,14717
3,2021-1-6,88.31,1.25,14208,14763
4,2021-1-5,87.06,0.98,14010,14625
5,2021-1-4,86.08,0.06,13854,14517
6,2020-12-31,86.02,0.97,13894,14884
7,2020-12-30,85.05,0.16,13740,14785
8,2020-12-29,84.89,-0.01,13714,14771
9,2020-12-28,84.90,0.04,13716,14773
10,2020-12-24,84.86,1.50,13710,14766
11,2020-12-23,83.36,0.00,13471,14614
12,2020-12-22,83.36,-2.19,13471,14614
13,2020-12-21,85.55,0.00,13819,14844
1,2021-1-28,88.38,-1.18,14219,14760
2,2021-1-27,89.56,-0.55,14406,14898
3,2021-1-26,90.11,0.68,14493,14946
4,2021-1-25,89.43,-0.91,14385,14877
5,2021-1-22,90.34,1.00,14530,14984
6,2021-1-21,89.34,0.35,14371,14862
7,2021-1-20,88.99,0.48,14316,14833
8,2021-1-19,88.51,0.00,14240,14782
9,2021-1-18,88.51,-0.59,14240,14782
10,2021-1-15,89.10,0.03,14333,14837
11,2021-1-14,89.07,-0.75,14328,14846
12,2021-1-13,89.82,1.41,14447,14927
13,2021-1-12,88.41,0.54,14224,14765
14,2021-1-11,87.87,0.08,14138,14704
1,2021-2-10,94.74,2.50,15108,15389
2,2021-2-9,92.24,1.50,14715,15103
3,2021-2-8,90.74,-1.28,14479,14946
4,2021-2-5,92.02,3.27,14680,15082
5,2021-2-4,88.75,0.27,14166,14733
6,2021-2-3,88.48,0.75,14123,14702
7,2021-2-2,87.73,-0.36,14005,14620
8,2021-2-1,88.09,0.68,14062,14652
9,2021-1-29,87.41,-0.97,14065,14655
1,2021-3-9,96.47,0.50,15329,15554
2,2021-3-8,95.97,0.75,15250,15489
3,2021-3-5,95.22,-1.25,15133,15399
4,2021-3-4,96.47,-2.06,15329,15554
5,2021-3-3,98.53,-0.50,15652,15804
6,2021-3-2,99.03,2.75,15730,15882
7,2021-3-1,96.28,0.25,15351,15561
8,2021-2-26,96.03,-3.61,15311,15536
9,2021-2-25,99.64,1.11,15879,16029
10,2021-2-24,98.53,-0.78,15705,15856
11,2021-2-23,99.31,0.96,15828,15978
12,2021-2-22,98.35,0.15,15676,15828
13,2021-2-19,98.20,0.00,15653,15805
14,2021-2-18,98.20,3.46,15653,15805
1,2021-3-29,88.54,1.36,14085,14676
2,2021-3-26,87.18,-4.00,13872,14535
3,2021-3-25,91.18,-1.15,14499,14952
4,2021-3-24,92.33,-1.14,14680,15081
5,2021-3-23,93.47,-0.30,14858,15207
6,2021-3-22,93.77,-0.75,14905,15240
7,2021-3-19,94.52,-0.29,15023,15331
8,2021-3-18,94.81,-0.27,15069,15363
9,2021-3-17,95.08,0.29,15111,15391
10,2021-3-16,94.79,-0.71,15065,15360
11,2021-3-15,95.50,-0.75,15177,15444
12,2021-3-12,96.25,3.00,15294,15519
13,2021-3-11,93.25,0.68,14824,15186
14,2021-3-10,92.57,-3.90,14717,15105
1,2021-4-16,93.31,0.66,14916,15251
2,2021-4-15,92.65,2.07,14811,15173
3,2021-4-14,90.58,1.57,14485,14952
4,2021-4-13,89.01,-1.99,14237,14779
5,2021-4-12,91.00,0.92,14551,14992
6,2021-4-9,90.08,1.19,14406,14898
7,2021-4-8,88.89,0.51,14218,14760
8,2021-4-7,88.38,1.93,14138,14704
9,2021-4-6,86.45,0.06,13834,14509
10,2021-4-2,86.39,-2.91,13824,14499
11,2021-4-1,89.30,0.59,14283,14813
12,2021-3-31,88.71,0.15,14112,14690
13,2021-3-30,88.56,0.02,14088,14680
1,2021-5-7,98.07,3.09,15682,15834
2,2021-5-6,94.98,0.55,15195,15447
3,2021-4-30,94.43,-2.52,15092,15372
4,2021-4-29,96.95,0.00,15490,15671
5,2021-4-28,98.58,2.08,15747,15898
6,2021-4-27,96.50,0.45,15419,15615
7,2021-4-26,96.05,2.15,15348,15558
8,2021-4-23,93.90,0.02,15009,15316
9,2021-4-22,93.88,1.41,15005,15313
10,2021-4-21,92.47,0.63,14783,15158
11,2021-4-20,91.84,-0.31,14684,15085
12,2021-4-19,92.15,-1.16,14733,15121
1,2021-5-28,93.16,0.34,14907,15242
2,2021-5-27,92.82,-0.19,14854,15202
3,2021-5-26,93.01,-0.10,14884,15232
4,2021-5-25,93.11,0.19,14899,15234
5,2021-5-24,92.92,1.25,14869,15218
6,2021-5-21,91.67,-1.00,14672,15073
7,2021-5-20,92.67,-1.06,14830,15192
8,2021-5-19,93.73,1.73,14997,15305
9,2021-5-18,92.00,0.10,14724,15112
10,2021-5-17,91.90,-2.12,14708,15096
11,2021-5-14,94.02,-2.30,15043,15337
12,2021-5-13,96.32,0.39,15406,15602
13,2021-5-12,95.93,-0.71,15345,15554
14,2021-5-11,96.64,-0.99,15457,15638
15,2021-5-10,97.63,-0.44,15613,15766
1,2021-7-7,98.42,0.40,15506,15673
2,2021-7-6,98.02,0.00,15444,15625
3,2021-7-5,98.02,1.10,15444,15625
4,2021-7-2,96.92,0.99,15273,15512
5,2021-7-1,95.93,-2.44,15119,15400
6,2021-6-30,98.37,0.24,15541,15708
7,2021-6-29,98.13,0.27,15503,15670
8,2021-6-28,97.86,0.54,15461,15643
9,2021-6-25,97.32,-0.50,15377,15588
10,2021-6-24,97.82,1.31,15455,15636
11,2021-6-23,96.51,0.47,15251,15489
12,2021-6-22,96.04,0.13,15178,15430
13,2021-6-21,95.91,0.81,15157,15424
14,2021-6-18,95.10,-1.75,15031,15325
1,2021-7-27,101.58,-0.05,15998,16147
2,2021-7-26,101.63,0.17,16006,16154
3,2021-7-23,101.46,1.20,15979,16128
4,2021-7-22,100.26,0.19,15793,15943
5,2021-7-21,100.07,1.61,15763,15914
6,2021-7-20,98.46,-2.93,15513,15679
7,2021-7-19,101.39,0.84,15968,16117
8,2021-7-16,100.55,-0.57,15838,15988
9,2021-7-15,101.12,1.44,15926,16076
10,2021-7-14,99.68,0.49,15702,15854
11,2021-7-13,99.19,0.45,15626,15779
12,2021-7-12,98.74,0.85,15556,15708
13,2021-7-9,97.89,-0.75,15424,15620
14,2021-7-8,98.64,0.22,15541,15708
1,2021-8-16,106.50,0.84,16959,17098
2,2021-8-13,105.66,2.04,16827,16967
3,2021-8-12,103.62,-1.10,16506,16649
4,2021-8-11,104.72,1.21,16679,16821
5,2021-8-10,103.51,-0.20,16488,16632
6,2021-8-9,103.71,0.86,16520,16663
7,2021-8-6,102.85,0.38,16384,16529
8,2021-8-5,102.47,0.47,16325,16470
9,2021-8-4,102.00,0.26,16251,16397
10,2021-8-3,101.74,0.37,16023,16171
11,2021-8-2,101.37,-0.55,15965,16114
12,2021-7-30,101.92,-0.20,16051,16199
13,2021-7-29,102.12,0.42,16082,16230
14,2021-7-28,101.70,0.12,16017,16165
1,2021-9-3,106.19,1.03,16931,17070
2,2021-9-2,105.16,-0.30,16768,16909
3,2021-9-1,105.46,-1.54,16816,16956
4,2021-8-31,107.00,-0.50,17037,17176
5,2021-8-30,107.50,0.70,17116,17254
6,2021-8-27,106.80,-0.30,17006,17145
7,2021-8-26,107.10,0.33,17053,17191
8,2021-8-25,106.77,0.76,17001,17140
9,2021-8-24,106.01,0.23,16882,17022
10,2021-8-23,105.78,0.37,16845,16986
11,2021-8-20,105.41,-1.64,16787,16928
12,2021-8-19,107.05,-0.07,17045,17184
13,2021-8-18,107.12,0.62,17056,17195
14,2021-8-17,106.50,0.00,16959,17098
1,2021-9-10,106.42,-0.57,16967,17106
2,2021-9-9,106.99,0.00,17057,17195
3,2021-9-9,106.99,0.00,17057,17195
4,2021-9-8,106.99,0.00,17057,17195
5,2021-9-7,106.99,0.06,17057,17195
6,2021-9-6,106.93,0.74,17047,17186
